dss2o_id,dss2o_created,dss2o_modified,dss2o_uuid,dss2o_name,dss2o_definition,dss2o_stewardship_organisation,dss2o_workgroup,dss2o_version,dss2o_references,dss2o_origin_URI,dss2o_origin,dss2o_comments,dss2o_statistical_unit,dss2o_collection_method
42476,2020-08-12,2021-06-21,b6489e80-dc6e-11ea-8ba0-022da9221366,Number of CTA Customers - CCB Payment Types and New CCS payment type (assessed/eligible/entitled),"(Count of ) Detail of what payment JETCCFA/SCCB cohort who have completed CTA have transitioned to
Eg     1000 JETCCFA recipients have completed CTA, of this cohort     500 have been assessed for CCS only, 500 have been assessed for CCS and ACCS-TTW
Eg     200 SCCB recipients have completed the CTA, of this cohort     50 have been assessed for CCS only, 150 have been assessed for CCS and also ACCS-TFH
Note - addition information: 
-  If possible     Method of CTA completion (myGov/online services, Telephony Staff Assisted, Front of House Staff Assisted)
- If possible     Type of CCS payment assessed (CCS or if applicable what ACCS payment also granted)
    JETCCFA cohorts completed CTA - remain in April. CTA   s ACCS TTW transitioned - can be June.
    SCCB cohorts completed CTA - remain in April. CTA   s ACCS TFH transitioned - can be July.
""
""    (Count of ) Detail of what payment JETCCFA/SCCB cohort who have completed CTA have transitioned to
Eg     1000 JETCCFA recipients have completed CTA, of this cohort     500 have been assessed for CCS only, 500 have been assessed for CCS and ACCS-TTW
Eg     200 SCCB recipients have completed the CTA, of this cohort     50 have been assessed for CCS only, 150 have been assessed for CCS and also ACCS-TFH
Note - addition information: 
-  If possible     Method of CTA completion (myGov/online services, Telephony Staff Assisted, Front of House Staff Assisted)
- If possible     Type of CCS payment assessed (CCS or if applicable what ACCS payment also granted)
    JETCCFA cohorts completed CTA - remain in April. CTA   s ACCS TTW transitioned - can be June.
    SCCB cohorts completed CTA - remain in April. CTA   s ACCS TFH transitioned - can be July.
""
""    (Count of ) Detail of what payment JETCCFA/SCCB cohort who have completed CTA have transitioned to
Eg     1000 JETCCFA recipients have completed CTA, of this cohort     500 have been assessed for CCS only, 500 have been assessed for CCS and ACCS-TTW
Eg     200 SCCB recipients have completed the CTA, of this cohort     50 have been assessed for CCS only, 150 have been assessed for CCS and also ACCS-TFH
Note - addition information: 
-  If possible     Method of CTA completion (myGov/online services, Telephony Staff Assisted, Front of House Staff Assisted)
- If possible     Type of CCS payment assessed (CCS or if applicable what ACCS payment also granted)
    JETCCFA cohorts completed CTA - remain in April. CTA   s ACCS TTW transitioned - can be June.
    SCCB cohorts completed CTA - remain in April. CTA   s ACCS TFH transitioned - can be July.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2,"Customer CRN, Claim ID, CCS Payment Assessment Indicators, CCS Payment Eligible Indicators, CCS Payment Entitle Indicators",,
42477,2020-08-12,2021-06-21,b6465a3a-dc6e-11ea-8a29-062f7acd21ca,List of providers and associated Employee PRODA ID,"All providers that were migrated from CCMS:
      o count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
    Provider + Number of Linked PRODA accounts
Or by
    Geography     Statistical Area Level 3""
""All providers that were migrated from CCMS:
      o count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
    Provider + Number of Linked PRODA accounts
Or by
    Geography     Statistical Area Level 3",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2,"Provider ID, Application Status, Provider asked to Submit Application?",,
42478,2020-08-12,2021-06-21,b645f612-dc6e-11ea-a913-0a6933dafb30,Number of CTA Customers - with Claim and CCS Entitlement Type,"Existing CCB/CCR direct payment recipients, and from there all existing CCB/CCR direct payment recipients invited to lodge a new claim:
      o Count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o staff assist (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
Or by
    Geography     Statistical Area Level 3""
""Existing CCB/CCR direct payment recipients, and from there all existing CCB/CCR direct payment recipients invited to lodge a new claim:
      o Count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o staff assist (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
Or by
    Geography     Statistical Area Level 3
""
""Existing CCB/CCR direct payment recipients, and from there all existing CCB/CCR direct payment recipients invited to lodge a new claim:
      o Count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o staff assist (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
Or by
    Geography     Statistical Area Level 3",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2,"Customer CRN, Claim ID, Claim status, Call to Action Indictaor, Customer Location, CCS Payment Eligible Indicators, CCS Payment Entitle Indicators",,
42304,2020-08-12,2021-06-21,aaf15fd6-dc6e-11ea-a913-0a6933dafb30,Child Care Subsidy Provider Application,"<p>An individual wants to register as a verified Child Care Personnel. Registration will be used for access to the Online Provider portal and will be an essential requirement for identifying Family Day care educators/carers and assigning them to sessions of care. The Registration process will also include the verification of identity of individuals registering for Provider Portal for all relevant Child Care Personnel. Note: Child Care Personnel is defined to encompass Providers, Services and Educators.</p>",7089da98b44c11ea849a5a0bdf2d1ed7,91,,<p>The New Child Care Subsidy Programme. 1.1.1 Registration. 2.1.1 Child Care Provider Approval Business Process Requirements Document</p>,,<p>null</p>,<p>&#39;</p>,,
42479,2020-08-12,2021-06-21,b64adc40-dc6e-11ea-b216-0a8620c9d3ec,Number & List of Software Vendors Supporting CCS Program,"The number of existing Software Providers, and for each software provider that has been working with the project:
      o count and Name of Software Provider
      o number of Enrolments / Market Share (# Enrolments and Market %)
      o tested (Y/N and date)
      o registered (Y/N and date)
      o upgraded customers (Y/N and date)
      o issues (Y/N and date)
      o completed (Y/N and date)",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2,"Software Vendor, Registration Indicator, Tested Indicator, Upgraded Provider Indicator, Registration Status, # of Complaints

***Missing data elements - Market Share (Market %), Upgraded Customer Indicator and date, Issues Indicator and Date, Completed Indicator and Date.",,
42481,2020-08-12,2021-06-21,b64e8c96-dc6e-11ea-8802-062f7acd21ca,Practice Incentives Program (PIP),"The Practice Incentives Program (PIP) is an incentive program run by Medicare (on behalf of the Department of Health) which encourages continuing improvements in general practice through financial incentives to support quality care, and improve access and health outcomes for patients.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,eHealth Incentive Application Details Report,,,,,
42483,2020-08-12,2021-06-21,b65ce53e-dc6e-11ea-8a08-02b137f3fb1e,Debt Arrangement Curated Data Set Specification,The data elements contained within this data set provide information in relation to the debt repayment arrangements debtors enter into with the Department of Human Services.,7089da98b44c11ea849a5a0bdf2d1ed7,97,,,,Centrelink Repository,,,
42484,2020-08-12,2021-06-21,b6670910-dc6e-11ea-b9c4-02b137f3fb1e,Debt Base QA 001 Curated Data Set,,7089da98b44c11ea849a5a0bdf2d1ed7,97,,,,,,,
42485,2020-08-12,2021-06-21,b6806b26-dc6e-11ea-afd9-0a8620c9d3ec,APLMSUM  (Appeals Management Summary Curated Dataset),Appeals Management Summary Data Elements. These are created from the SAS analytics tables for reporting on Appeals data.,7089da98b44c11ea849a5a0bdf2d1ed7,90,,,,,,,
42486,2020-08-12,2021-06-21,b6cb51fe-dc6e-11ea-bade-0a6933dafb30,INTSUM Curated Dataset Specification,,7089da98b44c11ea849a5a0bdf2d1ed7,105,,,,,,,
42487,2020-08-12,2021-06-21,b70c1158-dc6e-11ea-ac21-02b137f3fb1e,List of CCB Enrolment Services Existing in CCS (with same Customer + Child  + Service ID)  with Service Type and populated,"Population of Enrolments
Details needed to evaluate enrolments that have been populated to CCITS by providers (using third party software or PAP)
    Which Services have:
o Provided child enrolments for 2 July 2018
    Which enrolments have been populated
    Which enrolments have not been populated to service (comparison with CCMS)
(Related Requirement: R3)
Frequency: the above report is required every week commencing 1 April 2018     31 July 2018 (inclusive).
""
""5. Population of Enrolments
Details needed to evaluate enrolments that have been populated to CCITS by providers (using third party software or PAP)
    Which Services have:
o Provided child enrolments for 2 July 2018
    Which enrolments have been populated
    Which enrolments have not been populated to service (comparison with CCMS)
(Related Requirement: R3)
Frequency: the above report is required every week commencing 1 April 2018     31 July 2018 (inclusive).",7089da98b44c11ea849a5a0bdf2d1ed7,125,,,,Transition Reports Release 22Feb18_v2,"CCS Enrolmnet ID,CCB Enrolmnet ID, Customer CRN, Child CRN, Service ID, CCS Service Type, CCB Service Type,Validated by Parent,",,
42488,2020-08-12,2021-06-21,b7524f56-dc6e-11ea-b153-022da9221366,List of Providers with Application status,"All providers that were migrated from CCMS:
      o count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
    Provider + Number of Linked PRODA accounts
Or by
    Geography     Statistical Area Level 3""
""All providers that were migrated from CCMS:
      o count 
      o number of completed (Count and % of total asked)
      o in progress / on hold (Count and % of total asked)
      o no action (Count and % of total asked)

This report should be able to be segmented by:
    Care Type (CDC, FDC, IHC, OHSC)
    Provider + Number of Linked PRODA accounts
Or by
    Geography     Statistical Area Level 3",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2,"Provider ID, Application Status, Provider asked to Submit Application?",,
42489,2020-08-12,2021-06-21,b78320d6-dc6e-11ea-8ba0-022da9221366,Number of non CTA customers - with Claim and CCS Entitlement type,"All new CCS and/or ACCS claimants, not as part of the call to action (CTA) post 2 April 2018:
      o count of new claims
      o number of completed (Count and % of total New Claims)
      o in progress / on hold (Count and % of total New Claims)
      o staff assist (Count and % of total New Claims)

This report should be able to be segmented by:
    Cohort (CCS, ACCS     Grandparent, ACCS     TTW, ACCS     TFH)
    Care Type (CDC, FDC, IHC, OHSC)
Or by
    Geography     Statistical Area Level 3",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,Transition Reports Release 22Feb18_v2 (002),"Customer CRN, Claim ID, Claim status, Call to Action Indictator, Customer Location, Claim Service Type",,
42495,2020-08-12,2021-06-21,bc8582fe-dc6e-11ea-8a29-062f7acd21ca,Debt Write-Off Curated Dataset,The data elements contained within this data set provide information in relation to the debt's that have had their recovery deferred by the Department of Human Services.,7089da98b44c11ea849a5a0bdf2d1ed7,97,,,,Centrelink Repository,,,
42503,2020-08-12,2021-06-21,bcd0fdce-dc6e-11ea-8ba0-022da9221366,Debt Collection Agent Curated Dataset,The data elements contained within this data set provide information in relation to the debt's the Department of Human Services have referred to a Collection Agent for them to pursue recovery of a debt.,7089da98b44c11ea849a5a0bdf2d1ed7,97,,,,Centrelink Repository,,,
42531,2020-08-12,2020-11-24,c6b478b6-dc6e-11ea-906f-062f7acd21ca,AS4590 2017 Identifier Details,The identifier details data dictionary contains the data elements used to identify a person or other entity. It is based on the Standards prepared by Standards Australia Subcommittee,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,STANDARDS AUSTRALIA 2017. AS 4590   20117 INTERCHANGE OF CLIENT INFORMATION. SYDNEY: STANDARDS AUSTRALIA. STANDARDS AUSTRALIA 2017.,,,
42532,2020-08-12,2021-06-21,c6bb687e-dc6e-11ea-b735-022da9221366,AIR Data Migration Specification,"This data specification describes the data requested and the preferred format for vaccine data, held by state and territory health department systems since 1 January 1996. This data will be migrated into the Australian Immunisation Register (AIR).",7089da98b44c11ea849a5a0bdf2d1ed7,85,,,,,,,
42533,2020-08-12,2021-06-21,c6bc22b4-dc6e-11ea-8ba0-022da9221366,IPS CCS Project PS 1359 Customer-Child MDT6 V2.1,"The child population captures all customer/child relationships for whom the department has deemed to have an eligibility to CCS as at the Report date. A customer is eligible if at least one child is eligible to CCS. 
This population also includes children who are entitled to Child Wellbeing (CWB) as at the report date.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,,,,
42539,2020-08-12,2021-06-17,c6c30a48-dc6e-11ea-b216-0a8620c9d3ec,AS4590 2017 Organisation Details,The organisation details data dictionary contains the data elements to identify the name and other characteristics of an organisation. It is based on the Standards prepared by Standards Australia Subcommittee,7089da98b44c11ea849a5a0bdf2d1ed7,88,,,,STANDARDS AUSTRALIA 2017. AS 4590   20117 INTERCHANGE OF CLIENT INFORMATION. SYDNEY: STANDARDS AUSTRALIA. STANDARDS AUSTRALIA 2017.,,,
42546,2020-08-12,2021-06-21,c7fad738-dc6e-11ea-b9c4-02b137f3fb1e,IPS CCS Project PS 1359 Customer MDT6 V3.1,,7089da98b44c11ea849a5a0bdf2d1ed7,123,,,,,,,
42571,2020-08-12,2021-06-21,d31d42f4-dc6e-11ea-906f-062f7acd21ca,MI10822 - All Telephone Allowance Customers (CRN Listing),"Telephone Allowance (TAL) payments are only paid if a person is qualified for TAL on the relevant day. 1 January, 20 March, 1 July, and 20 September. TAL is usually issued on the customer's first Entitlement Period End Day (EPED) that falls on or after these dates.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,All Telephone Allowance Customers (CRN Listing) V0.2,,,,,
42572,2020-08-12,2021-06-21,d31e5b6c-dc6e-11ea-8a29-062f7acd21ca,MI10719 - CRN listing report-  Streamlining TFN Collection Technical Specification,"To identify Income Support customer numbers who have not authorised use of their TFN. A situation exists relating to customers transferring to Age Pension as the TTA process does not request the TFN, or Authorisation of the TFN. 
The following branches will be the audience to this data:
   	Fraud, Control & Assurance
   	Seniors, Carers and International Branch
Task Description
All current Income Support customers who have not authorised use of their TFN.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,Streamlining TFN Collection Technical Specification V0.1,,,,,
42574,2020-08-12,2021-06-21,d323d056-dc6e-11ea-a913-0a6933dafb30,MI6802 - Customer Numbers Count Report 1 - Collection Agent Referrals,"Report Name: For non-current customers where Mercantile Agent has successfully recovered debt by Financial Year for 2011-12 to 2015-16 (historical years)
Customer Numbers     Collection Agent Referrals 
The data is required to respond to executive, media and ministerial briefings/reporting on an ongoing basis. Primarily for Senior Executive information, however it is likely to be asked again by either media or Ministers in the future.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI6802 - Customer Numbers - Collection Agent Referrals - Tech Spec's V1.0,,,,,
42575,2020-08-12,2021-06-21,d323f7e8-dc6e-11ea-afd9-0a8620c9d3ec,MI8762 - R1790 BISS Family Tax Benefit - Count Report - Customers with SKB Reassessments Technical Specification,"The purpose of the data is to help us estimate the amount of SKB residual work from 1 July 2018 if we were to cease automatic payment of SKB from this date. 

To do this the report shall identify all customers (parents and school leavers) who   ve had a SKB assessment for any Bonus test date and subsequently had a change to that SKB payment as a result of a reassessment. 
Note: SKB reassessments that do not result in a SKB rate or entitlement change are not to be counted or included.

The SKB reassessment outcome to be counted will be any rate change from the SKB initial assessment. The rate change could result in a SKB rate or entitlement change and be in the form of a SKB payment or a SKB debt for the period SKB was payable.

Noting the count of REAssessments would not necessarily be unique, for example, a recipient could have several rate changes for the same bonus test date. This may mean multiple rows in the output for a customer for the same date

SKB was paid every 6 months for specific Bonus Test Dates     first payment 1 January and then 30 June each financial year in 2013, 2014, 2015 and 2016.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI8762 - FTB - Customers with SKB Reassessments Technical Specification  V0.2,,,,,
42576,2020-08-12,2021-06-21,d3261992-dc6e-11ea-8a08-02b137f3fb1e,MI10091 - Assurance of Support Sample - New AoS weekly report for SAP data cases,"The Department of Human Services (DHS) is required to provide a weekly report of the Department of Home Affairs (DHA) about newly accepted and rejected Assurance of Support (AOS) cases. This information is required to allow DHA to progress to grant the visa applications for    Accepted    cases and to refuse the visa applications for    Rejected    cases. 

This report will contain information for all AOS cases that has a status of    Accepted   ,    Bonded    and    Cancelled   . This report will also determine cases that have been    Rejected    two weeks prior to the date of extraction.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,New AoS weekly report for SAP data cases - Technical Specification V0.3,,,,,
42577,2020-08-12,2021-06-21,d3259fc6-dc6e-11ea-b153-022da9221366,MI9254 - Report 4 - Targeted Compliance Framework - Generated Suite of Reports,"Management Information (MI) reports will monitor the Targeted Compliance Framework transactions and their outcomes. The reports are for internal report generation and used for programme management purposes. There will be occasional sharing of non-identifiable limited data with client departments/s, and as required, to inform Senate Estimate briefs.

   	Report 4: All jobseekers that have a Capability Assessment generated during the reporting period - This is to be both a Point in time and FYTD report.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI9254 - Targeted Compliance Framework - Generated Suite of Reports: Technical Specification V0.6,,,,,
42578,2020-08-12,2021-06-21,d32696e2-dc6e-11ea-b9c4-02b137f3fb1e,MI9254 - Report 1 - Targeted Compliance Framework - Generated Suite of Reports,"Management Information (MI) reports will monitor the Targeted Compliance Framework transactions and their outcomes. The reports are for internal report generation and used for programme management purposes. There will be occasional sharing of non-identifiable limited data with client departments/s, and as required, to inform Senate Estimate briefs.

   	Report 1: All jobseekers that have a suspension generated during the reporting period, and are in the    Demerit Phase    (Targeted Compliance Framework only) - This is to be both a Point in time and FYTD report.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI9254 - Targeted Compliance Framework - Generated Suite of Reports: Technical Specification V0.6,,,,,
42579,2020-08-12,2021-06-21,d3270708-dc6e-11ea-b216-0a8620c9d3ec,MI8762 - R1790 BISS Family Tax Benefit - CRN Listing - Customers with SKB Reassessments Technical Specification,"The purpose of the data is to help us estimate the amount of SKB residual work from 1 July 2018 if we were to cease automatic payment of SKB from this date. 

To do this the report shall identify all customers (parents and school leavers) who   ve had a SKB assessment for any Bonus test date and subsequently had a change to that SKB payment as a result of a reassessment. 
Note: SKB reassessments that do not result in a SKB rate or entitlement change are not to be counted or included.

The SKB reassessment outcome to be counted will be any rate change from the SKB initial assessment. The rate change could result in a SKB rate or entitlement change and be in the form of a SKB payment or a SKB debt for the period SKB was payable.

Noting the count of REAssessments would not necessarily be unique, for example, a recipient could have several rate changes for the same bonus test date. This may mean multiple rows in the output for a customer for the same date

SKB was paid every 6 months for specific Bonus Test Dates     first payment 1 January and then 30 June each financial year in 2013, 2014, 2015 and 2016.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI8762 - FTB - Customers with SKB Reassessments Technical Specification  V0.2,,,,,
42580,2020-08-12,2021-06-21,d3265a42-dc6e-11ea-8ba0-022da9221366,MI6802 - Customer Numbers Count Report 2 - Collection Agent Referrals,"Report name: For non-current customers where Mercantile Agent has successfully recovered debt for current financial year by month.
The data is required to respond to executive, media and ministerial briefings/reporting on an ongoing basis. Primarily for Senior Executive information, however it is likely to be asked again by either media or Ministers in the future.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI6802 - Customer Numbers - Collection Agent Referrals - Tech Spec's V1.0,,,,,
42581,2020-08-12,2021-06-21,d326d684-dc6e-11ea-b735-022da9221366,MI11027 - Provider Nil Valuations,"Report 1 - ADH Provider Nil Valuations (one-off)
Customers with nil Market Value following Property Valuations by a Valuer for 01/09/2016- 31/10/2018.

Report 2     MTH - Provider Nil Valuations (ongoing)
MI11027     MTH     Provider nil Valuations
Customers with nil Market Value following Property Valuations by a Valuer for 01/09/2016- 31/10/2018

To extract a driving population with the following requirements: 
ISP recipient or customer with at least one assessable property on REBS.
   	Any RE screen Event Date 
   	Current market value = 0
   	Asset Valuation Source = ONS/VAL
   	AC.ACTIVITY.SOURCE.CODE must be equal to 'AUTO'
   	Display all records. Customer/partner does not have to be current on a benefit. 
   	RISL_STS_CODE = COM and RISL.USR.ID = *RB
Do not include deleted/provisional data.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,Provider Nil Valuations Technical Specification V0.2,,,,,
42583,2020-08-12,2021-06-21,d32b0f6a-dc6e-11ea-b1f5-0a8620c9d3ec,MI9254 - Report 2 - Targeted Compliance Framework - Generated Suite of Reports,"Management Information (MI) reports will monitor the Targeted Compliance Framework transactions and their outcomes. The reports are for internal report generation and used for programme management purposes. There will be occasional sharing of non-identifiable limited data with client departments/s, and as required, to inform Senate Estimate briefs.

   	Report 2: All jobseekers that have a suspension generated during the reporting period, and are in the    Penalties Phase    (Targeted Compliance Framework only) - This is to be both a Point in time and FYTD report.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI9254 - Targeted Compliance Framework - Generated Suite of Reports: Technical Specification V0.6,,,,,
42585,2020-08-12,2021-06-21,d386d642-dc6e-11ea-8a29-062f7acd21ca,MI10822 - All Telephone Allowance Customers (Count Report),"Telephone Allowance (TAL) payments are only paid if a person is qualified for TAL on the relevant day. 1 January, 20 March, 1 July, and 20 September. TAL is usually issued on the customer's first Entitlement Period End Day (EPED) that falls on or after these dates.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,Telephone Allowance (TAL) Data Integrity - Technical Specification V0.2,,,,,
42586,2020-08-12,2021-06-21,d3b0deb0-dc6e-11ea-afd9-0a8620c9d3ec,MI10719 - Count Report of Exemptions by ISP -  Streamlining TFN Collection Technical Specification,"To identify Income Support customer numbers who have not authorised use of their TFN. A situation exists relating to customers transferring to Age Pension as the TTA process does not request the TFN, or Authorisation of the TFN. 
The following branches will be the audience to this data:
   	Fraud, Control & Assurance
   	Seniors, Carers and International Branch
Task Description
All current Income Support customers who have not authorised use of their TFN.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,Streamlining TFN Collection Technical Specification V0.1,,,,,
42588,2020-08-12,2021-06-21,d3eb64c2-dc6e-11ea-8ba0-022da9221366,MI10719 - Driving Population - Streamlining TFN Collection,"To identify Income Support customer numbers who have not authorised use of their TFN. A situation exists relating to customers transferring to Age Pension as the TTA process does not request the TFN, or Authorisation of the TFN. 
The following branches will be the audience to this data:
   	Fraud, Control & Assurance
   	Seniors, Carers and International Branch
Task Description
All current Income Support customers who have not authorised use of their TFN.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,Streamlining TFN Collection Technical Specification V0.1,,,,,
42589,2020-08-12,2021-06-21,d425b910-dc6e-11ea-b735-022da9221366,MI7728 - International Data Exchange Programme,"Title: International Date Exchange Programme     Poland.
Extract Date: Latest date
See    MI7728     International DEX Programme     Poland Sample Layout v1.0    Excel document.

The selection criteria is to include all DHS records (both current and not current for any DHS payment or service) where there is an existing reference to Poland.
This includes those who have:
   	any income or assets from Poland (FPD and FID), or
   	ever resided (CRES) or travelled to (RSCD) Poland, or
   	their Country of Birth or Country of Issue of a travel document recorded as Poland (both RSIMME), or
   	provided a document for identity purposes from Poland (POI), or
o	previous foreign pension screening events for Poland (FGD).
Current information suggest the cohort of known Polish pensioners in Australia is around 6,000 and Australian pensioners in Poland is around 1,000.
It is not possible to estimate the increased numbers by widening the selection criteria but this provides for the identification of those previously unknown cases.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI7728 - International Data Exchange Programme - Tech Spec V0.2,,,,,
42590,2020-08-12,2021-06-21,d4575358-dc6e-11ea-8a08-02b137f3fb1e,MI9999 - MTH     DSS     Personal Benefit advances DR100011AA,"Previously DSS financial reporting team have sourced a report that DSS program area have run directly from DHS data systems relating to outstanding advance payments at the end of each reporting month. DSS external auditors (ANAO) have requested assurances from DHS for the report and data given it is extracted from DHS system. DSS program area are unable to provide such assurances and thus to obtain this assurance the data is being requested direct from DHS.
Starting at the previous month of the rundate in the previous 24 months period, provide a monthly report detailing the following:
   	Number of advances per month.
   	Total number of advances paid per month.
   	Total number of advances recovered per month. This value will be recalculated each month.
   	Total number of advances outstanding per month. This value will be recalculated each month.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI9999 (MTH     DSS     Personal Benefit advances DR100011AA) - Technical Specification V0.1,,,,,
42592,2020-08-12,2021-06-21,d584dc8c-dc6e-11ea-906f-062f7acd21ca,MI7874 - Count Report 3 - Reissue Pensioner Concession Card,"Task Description
To determine the number of PEN/RAC grandfathered customers (not DVA) who will have their pension concession card reissued/granted as at 9/10/2017. And the DVA/RAC grandfathered who will have the LIC cancelled.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI7874 Technical Specifications V0.4,,,,,
42593,2020-08-12,2021-06-21,d585216a-dc6e-11ea-8ba0-022da9221366,MI7874 - Count Report 4 - Reissue Pensioner Concession Card,"Task Description
To determine the number of PEN/RAC grandfathered customers (not DVA) who will have their pension concession card reissued/granted as at 9/10/2017. And the DVA/RAC grandfathered who will have the LIC cancelled.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI7874 Technical Specifications V0.4,,,,,
42594,2020-08-12,2021-06-21,d585415e-dc6e-11ea-b216-0a8620c9d3ec,MI7874 - Count Report 1 & 2 - Reissue Pensioner Concession Card,"Task Description
To determine the number of PEN/RAC grandfathered customers (not DVA) who will have their pension concession card reissued/granted as at 9/10/2017. And the DVA/RAC grandfathered who will have the LIC cancelled.",7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI7874 Technical Specifications V0.4,,,,,
42595,2020-08-12,2021-06-21,d586117e-dc6e-11ea-b735-022da9221366,MI9627 - Repayment Source - ECA Reporting Suite Technical Specification,"Task Description
Create a suite of reports  (monthly, quarterly and rolling twelve month) that report on a range of measures, including:
   	The number and value of debts referred to an ECA;
   	The number and value of debts recalled from an ECA by DHS and the reason for the recall and;
   	The value recovered that can be attributed to the ECA;

This information will  be critical for quarterly performance review discussions with ECAs and possible re-negotiation of contract arrangements based on performance outcomes. 

Reason for recall data will inform staff and system behaviour to ensure appropriate rationale/business rules are being applied.

Listing of repayments received in the reporting period when the outstanding balance of the CRN was zero or less. This includes all repayments made directly to the ECA (regardless of referral/recall dates), as well as payments received by DHS in the period where the debt was with the ECA.

Where OUTSTANDING_DEBT=   N    
and REPAYMENT_DATE >= &prev_mth_start
and REPAYMENT_DATE <= &prev_mth_end",7089da98b44c11ea849a5a0bdf2d1ed7,123,,ECA Reporting Suite Technical Specification  V0.2,,,,,
42596,2020-08-12,2021-06-21,d586006c-dc6e-11ea-8a29-062f7acd21ca,MI6648 - Report 1 - Money You Owe - Recovery Arrangements Set Up in Period,Centrelink Debt Management has introduced a  process that allows customers to make debt recovery arrangements on-line (Money You Owe). These reports will monitor the number of customers who make recovery arrangements through the Money You Owe system and measure the effectiveness of the system in debt recovery rates.,7089da98b44c11ea849a5a0bdf2d1ed7,123,,MI6648 - Debt Recovery - Money You Owe Technical Specifications V0.1,,,,,
42597,2020-08-12,2021-06-21,d588f84e-dc6e-11ea-ac21-02b137f3fb1e,MI9627 - CRN Listing - ECA Reporting Suite Technical Specification,"Task Description
Create a suite of reports  (monthly, quarterly and rolling twelve month) that report on a range of measures, including:
   	The number and value of debts referred to an ECA;
   	The number and value of debts recalled from an ECA by DHS and the reason for the recall and;
   	The value recovered that can be attributed to the ECA;

This information will  be critical for quarterly performance review discussions with ECAs and possible re-negotiation of contract arrangements based on performance outcomes. 

Reason for recall data will inform staff and system behaviour to ensure appropriate rationale/business rules are being applied.

Listing of repayments received in the reporting period when the outstanding balance of the CRN was zero or less. This includes all repayments made directly to the ECA (regardless of referral/recall dates), as well as payments received by DHS in the period where the debt was with the ECA.

Where OUTSTANDING_DEBT=   N    
and REPAYMENT_DATE >= &prev_mth_start
and REPAYMENT_DATE <= &prev_mth_end",7089da98b44c11ea849a5a0bdf2d1ed7,123,,ECA Reporting Suite Technical Specification  V0.2,,,,,
